 pos. daughter  O 17 z= 8 a=17 Q=  2.762
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.01      11.0    23.934  -100.000     2.279     3.114  -100.000  -100.000  -100.000
      0.10      11.0    23.934  -100.000     2.279     3.114  -100.000  -100.000  -100.000
      0.20      11.0    23.934  -100.000     2.279     3.114  -100.000  -100.000  -100.000
      0.40      11.0    23.934  -100.000     2.279     3.114  -100.000  -100.000  -100.000
      0.70      11.0    23.933  -100.000     2.279     3.114   -73.100  -100.000   -73.845
      1.00      11.0    23.933   -81.957     2.280     3.115   -52.056  -100.000   -52.647
      1.50      11.0    23.931   -56.066     2.280     3.116   -35.541   -84.335   -35.959
      2.00      11.0    23.930   -42.951     2.281     3.118   -27.195   -63.523   -27.490
      3.00      11.0    23.924   -29.457     2.284     3.123   -18.739   -42.576   -18.861
      5.00      11.0    23.908   -17.927     2.298     3.146   -11.778   -25.575   -11.688
     10.00      11.0    23.832    -8.562     2.454     3.378    -6.129   -12.308    -5.767
     30.00      11.0    23.015    -2.629     3.245     4.464    -1.290    -2.081    -0.434
 pos. daughter MG 28 z=12 a=28 Q= -1.832
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.01       1.0     0.508  -100.000  -100.000  -100.000    -5.051  -100.000    -5.580
      0.10       1.0     0.453  -100.000  -100.000  -100.000    -5.051   -55.259    -5.580
      0.20       1.0     0.377   -88.468   -58.328   -59.596    -5.051   -28.364    -5.580
      0.40       1.0     0.205   -48.239   -34.830   -35.781    -5.051   -14.367    -5.580
      0.70       1.0     0.008   -30.978   -23.935   -24.618    -5.051    -8.565    -5.580
      1.00       1.0     0.000   -23.938   -18.403   -18.907    -5.051    -7.062    -5.560
      1.50       1.0     0.000   -18.132   -13.827   -14.128    -5.051    -5.783    -5.276
      2.00       1.0     0.000   -15.014   -11.377   -11.535    -5.008    -5.032    -4.694
      3.00       1.0     0.000   -11.398    -8.693    -8.651    -4.563    -4.104    -3.715
      5.00       1.0     0.000    -7.655    -6.143    -5.835    -3.477    -3.034    -2.477
     10.00       1.0     0.000    -4.449    -3.276    -2.591    -1.208    -1.355    -0.320
     30.00       1.0     0.000    -1.662     0.804     1.926     0.441     1.541     2.704
      0.01       2.0     0.510  -100.000  -100.000  -100.000    -5.051  -100.000    -5.581
      0.10       2.0     0.473  -100.000  -100.000  -100.000    -5.051   -56.261    -5.581
      0.20       2.0     0.416   -88.468   -57.327   -58.595    -5.051   -29.365    -5.581
      0.40       2.0     0.284   -48.239   -33.830   -34.781    -5.051   -15.367    -5.580
      0.70       2.0     0.065   -30.978   -23.522   -24.205    -5.051    -8.978    -5.580
      1.00       2.0     0.005   -23.938   -18.381   -18.886    -5.051    -7.083    -5.561
      1.50       2.0     0.000   -18.132   -13.826   -14.127    -5.051    -5.784    -5.276
      2.00       2.0     0.000   -15.014   -11.376   -11.535    -5.008    -5.033    -4.695
      3.00       2.0     0.000   -11.398    -8.692    -8.651    -4.563    -4.104    -3.715
      5.00       2.0     0.000    -7.655    -6.143    -5.835    -3.477    -3.034    -2.477
     10.00       2.0     0.000    -4.449    -3.276    -2.591    -1.208    -1.355    -0.320
     30.00       2.0     0.000    -1.662     0.804     1.926     0.441     1.541     2.704
      0.01       3.0     0.513  -100.000  -100.000  -100.000    -5.054  -100.000    -5.585
      0.10       3.0     0.493  -100.000  -100.000  -100.000    -5.052   -57.277    -5.582
      0.20       3.0     0.456   -88.468   -56.322   -57.590    -5.052   -30.371    -5.582
      0.40       3.0     0.364   -48.239   -32.828   -33.779    -5.051   -16.369    -5.581
      0.70       3.0     0.197   -30.978   -22.573   -23.257    -5.051    -9.926    -5.581
      1.00       3.0     0.046   -23.938   -18.175   -18.680    -5.051    -7.289    -5.569
      1.50       3.0     0.005   -18.132   -13.811   -14.112    -5.051    -5.798    -5.283
      2.00       3.0     0.001   -15.014   -11.373   -11.532    -5.009    -5.036    -4.697
      3.00       3.0     0.000   -11.398    -8.692    -8.650    -4.563    -4.105    -3.715
      5.00       3.0     0.000    -7.655    -6.143    -5.834    -3.477    -3.034    -2.478
     10.00       3.0     0.000    -4.449    -3.276    -2.591    -1.208    -1.355    -0.320
     30.00       3.0     0.000    -1.662     0.804     1.926     0.441     1.541     2.704
      0.01       4.0     0.523  -100.000  -100.000  -100.000    -5.067  -100.000    -5.604
      0.10       4.0     0.516  -100.000  -100.000  -100.000    -5.063   -58.438    -5.598
      0.20       4.0     0.498   -88.468   -55.267   -56.535    -5.060   -31.425    -5.594
      0.40       4.0     0.444   -48.239   -31.811   -32.762    -5.058   -17.387    -5.590
      0.70       4.0     0.337   -30.978   -21.567   -22.250    -5.056   -10.933    -5.587
      1.00       4.0     0.209   -23.938   -17.353   -17.858    -5.054    -8.111    -5.583
      1.50       4.0     0.047   -18.131   -13.669   -13.971    -5.052    -5.940    -5.346
      2.00       4.0     0.014   -15.014   -11.342   -11.500    -5.009    -5.067    -4.721
      3.00       4.0     0.004   -11.398    -8.687    -8.645    -4.563    -4.110    -3.720
      5.00       4.0     0.001    -7.655    -6.142    -5.834    -3.477    -3.035    -2.478
     10.00       4.0     0.000    -4.449    -3.276    -2.591    -1.208    -1.356    -0.320
     30.00       4.0     0.000    -1.662     0.804     1.926     0.441     1.541     2.704
      0.01       5.0     0.564  -100.000  -100.000  -100.000    -5.139  -100.000    -5.705
      0.10       5.0     0.563  -100.000   -99.386  -100.000    -5.137   -60.787    -5.701
      0.20       5.0     0.558   -88.468   -53.764   -55.032    -5.130   -32.928    -5.690
      0.40       5.0     0.537   -48.239   -30.640   -31.591    -5.115   -18.558    -5.667
      0.70       5.0     0.485   -30.978   -20.502   -21.185    -5.098   -11.999    -5.641
      1.00       5.0     0.413   -23.938   -16.323   -16.828    -5.087    -9.142    -5.624
      1.50       5.0     0.265   -18.130   -12.937   -13.238    -5.072    -6.672    -5.537
      2.00       5.0     0.128   -15.012   -11.054   -11.212    -5.019    -5.354    -4.925
      3.00       5.0     0.035   -11.397    -8.633    -8.591    -4.565    -4.163    -3.762
      5.00       5.0     0.009    -7.655    -6.134    -5.825    -3.477    -3.043    -2.484
     10.00       5.0     0.002    -4.449    -3.275    -2.590    -1.208    -1.356    -0.321
     30.00       5.0     0.000    -1.662     0.804     1.926     0.441     1.541     2.704
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.01       6.0     0.726  -100.000  -100.000  -100.000    -5.629  -100.000    -6.383
      0.10       6.0     0.725  -100.000   -91.208   -92.779    -5.624   -68.980    -6.374
      0.20       6.0     0.724   -88.468   -49.594   -50.856    -5.610   -37.111    -6.347
      0.40       6.0     0.718   -48.239   -28.376   -29.322    -5.561   -20.831    -6.258
      0.70       6.0     0.700   -30.978   -18.962   -19.645    -5.465   -13.549    -6.102
      1.00       6.0     0.672   -23.938   -15.032   -15.537    -5.379   -10.446    -5.976
      1.50       6.0     0.604   -18.130   -11.813   -12.112    -5.270    -7.809    -5.803
      2.00       6.0     0.512   -15.010   -10.097   -10.252    -5.140    -6.319    -5.359
      3.00       6.0     0.299   -11.393    -8.195    -8.152    -4.587    -4.600    -4.076
      5.00       6.0     0.091    -7.653    -6.052    -5.745    -3.480    -3.123    -2.546
     10.00       6.0     0.020    -4.448    -3.266    -2.582    -1.208    -1.365    -0.325
     30.00       6.0     0.002    -1.662     0.804     1.926     0.441     1.541     2.704
      0.01       7.0     1.223  -100.000  -100.000  -100.000  -100.000  -100.000  -100.000
      0.10       7.0     1.222  -100.000   -75.242   -75.950   -21.747   -94.027   -23.343
      0.20       7.0     1.222   -88.468   -40.670   -41.362   -14.492   -49.655   -15.797
      0.40       7.0     1.219   -48.239   -23.373   -24.011   -10.439   -27.148   -11.465
      0.70       7.0     1.212   -30.978   -15.842   -16.363    -8.404   -17.232    -9.231
      1.00       7.0     1.200   -23.938   -12.695   -13.099    -7.464   -13.109    -8.177
      1.50       7.0     1.173   -18.130   -10.078   -10.323    -6.562    -9.720    -6.885
      2.00       7.0     1.133   -15.010    -8.645    -8.764    -5.820    -7.884    -5.800
      3.00       7.0     1.021   -11.390    -7.036    -6.972    -4.752    -5.812    -4.536
